osm_id,tipo_local,nombre_comercial,tipo_cocina,calle,numero,codigo_postal,municipio,telefono,sitio_web,latitud,longitud,municipio_poligono,codi_ine,barrio,distrito
151218534,restaurant,Pans & Company,sandwich,,,,,,,41.7242743,1.8466648,Manresa,081136,,
191894875,fast_food,McDonald's,burger,,,,,,,41.3804543,2.1741843,Barcelona,080193,el Barri Gòtic,Ciutat Vella
191895326,fast_food,KFC,chicken,,,,,,,41.3803081,2.1743286,Barcelona,080193,el Barri Gòtic,Ciutat Vella
194541445,fast_food,Burger King,burger,,,,,,,41.3747708,2.1658516,Barcelona,080193,el Poble Sec,Sants-Montjuïc
208984374,restaurant,Central Rambla,,La Rambla,26,08002,,,,41.3782716,2.1761732,Barcelona,080193,el Barri Gòtic,Ciutat Vella
278695142,cafe,el centre,,,,,,,,42.1439352,2.5703042,,,,
288822232,pub,L'Estadi,,,,,,,,41.3055424,1.9954146,Gavà,080898,,
288822233,pub,Cassandra,,,,,,,,41.3058656,1.9964095,Gavà,080898,,
288822234,pub,,,,,,,,,41.3071421,1.9946304,Gavà,080898,,
310186363,fast_food,L'Ast de la Vall,,,,,,,,42.1442394,2.4587803,,,,
317180458,cafe,La Perla,,,,,,,,42.0319023,1.8820574,Gironella,080924,,
317180459,restaurant,La Destil·leria,,Avinguda Catalunya,14,08680,Gironella,,,42.0314152,1.8805437,Gironella,080924,,
317180460,restaurant,Cal Pajàres,,,,,,,,42.0258558,1.8783443,Gironella,080924,,
318788731,restaurant,Ateneu de Sant Just Desvern,,,,,,+34 934 73 41 28,,41.3816867,2.0766452,Sant Just Desvern,082212,,
318899121,restaurant,El Parador de Sant Just,,,,,,,,41.3824951,2.0740747,Sant Just Desvern,082212,,
319840473,restaurant,Amaltea,,,,,,,,41.3836428,2.1583028,Barcelona,080193,l'Antiga Esquerra de l'Eixample,Eixample
320194473,restaurant,Poc a Foc,,,,,,,,41.4947587,2.3736618,Premià de Mar,081727,,
350443478,restaurant,el Carpi,regional,,,,,,,41.5763074,1.6610365,Òdena,081430,,
350443811,cafe,,,,,,,,,41.5772875,1.6074957,Santa Margarida de Montbui,082508,,
355897030,restaurant,Canaletes,regional,,,,,,,41.587118,1.6210373,Igualada,081022,,
355897795,restaurant,Ca la Gracieta,regional,,,,,,,42.2176642,2.4422361,,,,
355899850,restaurant,Bar-Restaurant Jordi,regional,Avinguda de Manresa,,,,,,41.6065598,1.6445688,Òdena,081430,,
355899854,restaurant,Samuntà,regional,,,,,,,41.6176756,1.6505232,Òdena,081430,,
356010269,bar,Casino Girona,,,,,,,,41.9858548,2.8227549,,,,
356968569,cafe,La Canelita,,,,,,,,41.490389,2.1412893,Cerdanyola del Vallès,082665,,
357101435,restaurant,La Espinica,,,,,,,,41.4904503,2.1416965,Cerdanyola del Vallès,082665,,
357101439,fast_food,Frankfurt Hessen,hot_dog,,,,,,,41.4902853,2.1420153,Cerdanyola del Vallès,082665,,
357101444,restaurant,El Viejo Roble,regional,,,,,,,41.4902204,2.1406477,Cerdanyola del Vallès,082665,,
357101448,fast_food,Kebap House 2,kebab,,,,,,,41.4903484,2.1409323,Cerdanyola del Vallès,082665,,
357101453,fast_food,King Kebab,kebab,,,,,,,41.490487,2.1406742,Cerdanyola del Vallès,082665,,
359211270,restaurant,Nueva China,chinese,,,,,,,41.4902107,2.1411346,Cerdanyola del Vallès,082665,,
361418507,restaurant,,greek,,,,,,,41.5759574,1.6287464,Igualada,081022,,
364190527,restaurant,Bosc Tancat,,Carrer Riu Sec,,08290,Cerdanyola del Vallès,+34 93 586 31 32,https://bosctancat.net,41.5018499,2.1310831,Cerdanyola del Vallès,082665,,
364731424,restaurant,Hanibishi,japanese,,,,,,,41.3895184,2.1621769,Barcelona,080193,l'Antiga Esquerra de l'Eixample,Eixample
364829711,restaurant,Moncho's House,regional,,,,,,,41.3899967,2.1318367,Barcelona,080193,les Corts,Les Corts
364838793,restaurant,Taller de Tapas,spanish,Carrer de l'Argenteria,51,08003,Barcelona,+34 932 68 85 59,https://tallerdetapas.com,41.3836716,2.1806392,Barcelona,080193,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella
365022061,restaurant,,regional,,,,,,,41.5958167,1.6895645,Castellolí,080636,,
365048075,restaurant,Can Mach,regional,,,,,+34 972 54 42 21,http://www.canmach.com,42.3800266,2.7011886,,,,
365288417,restaurant,El Jardí de l'Abadessa,,,,,,,https://www.jardiabadessa.com,41.3942273,2.109899,Barcelona,080193,Pedralbes,Les Corts
367875790,restaurant,Can Pep,regional,,,,,,,41.776442,1.4389808,Castellfollit de Riubregós,080608,,
367880442,restaurant,Carnivor,regional,"Carretera de Vilafranca, Km 4,6",,08810,,,,41.2767847,1.7613323,Sant Pere de Ribes,082310,,
374294913,restaurant,Prats Jardí,regional,,,,,,,41.7074304,1.5352002,els Prats de Rei,081705,,
391095223,cafe,Leymar,,,,,,,,41.5448773,2.4304095,Mataró,081213,,
391784246,restaurant,,regional,,,,,,,41.5529522,1.6756091,la Pobla de Claramunt,081653,,
394737756,restaurant,el Castell del Brull,regional,,,,,+34 93 884 00 63,,41.817083,2.3031447,el Brull,080266,,
403798096,restaurant,La Bimba,regional,,,,,,,41.6416105,2.2320773,Santa Eulàlia de Ronçana,082482,,
408203984,restaurant,La Boga d'Or,regional,,,,,,,41.1450586,1.4143805,,,,
414328790,restaurant,Calasanz,,,,,,,,41.4091724,2.0202272,Molins de Rei,081234,,
418208527,restaurant,La Mama,,Carretera de Bigues a Lliçà d'Amunt,,08187,Santa Eulàlia de Ronçana,+34 938 446 406,,41.6601069,2.2290388,Santa Eulàlia de Ronçana,082482,,
418744309,restaurant,Bar Tomás,,,,,,,,41.3975532,2.1230797,Barcelona,080193,Sarrià,Sarrià-Sant Gervasi
420172672,restaurant,El Mascarón,regional,,,,,,,41.2341141,1.804765,Sitges,082704,,
420172674,restaurant,La Nina,regional,,,,,,,41.2342908,1.8053026,Sitges,082704,,
420172675,restaurant,La Santa Maria,regional,,,,,,,41.2346069,1.8061586,Sitges,082704,,
420172678,bar,Sports Bar Sitges,,Passeig de la Ribera,48,08870,Sitges,,,41.2347179,1.8064412,Sitges,082704,,
420172685,restaurant,Yamuna,,Passeig de la Ribera,38,08870,,,,41.2348598,1.8075545,Sitges,082704,,
420329401,restaurant,Eguzki Lizarran,regional,Carrer de Sant Pau,3,08870,Sitges,,,41.2363165,1.8090734,Sitges,082704,,
420329408,restaurant,Pizza Marzano,italian,,,,,,,41.2339151,1.8040053,Sitges,082704,,
420331326,restaurant,Los Vikingos,international,Carrer del Marquès de Mont-Roig,7,08870,Sitges,,https://www.losvikingos.com/,41.2358556,1.8066991,Sitges,082704,,
424297676,restaurant,Kansas,,,,,,,,41.2330176,1.8023751,Sitges,082704,,
432592965,cafe,Mendizabal,sandwich,,,,,,,41.3803452,2.170768,Barcelona,080193,el Raval,Ciutat Vella
432834944,restaurant,Prius Vitis,regional,,,,,,,41.6334845,2.7213094,Santa Susanna,082613,,
436569075,restaurant,Ca n'horta d'en Puig,,Carretera d'anglès,,17441,Brunyola,+34 972 42 20 08,,41.9023726,2.6593094,,,,
441947245,pub,Carry's,,,,,,,,41.5725558,1.6065872,Santa Margarida de Montbui,082508,,
441947247,pub,Madaleno,,,,,,,,41.5730382,1.6076772,Santa Margarida de Montbui,082508,,
441947257,cafe,Giorgio,,Carretera de Valls,75,08710,Santa Margarida de Montbui,,,41.5734075,1.608906,Santa Margarida de Montbui,082508,,
441947270,pub,,,,,,,,,41.5744722,1.6076821,Santa Margarida de Montbui,082508,,
441947273,pub,Los olivos,,,,,,,,41.5752394,1.6075862,Santa Margarida de Montbui,082508,,
441947274,pub,Torrent,,,,,,,,41.5758125,1.6088773,Santa Margarida de Montbui,082508,,
442887293,restaurant,Hostal Jaumet,,,,,,,,41.8098632,1.4031413,,,,
448604029,restaurant,La Tagliatella,italian,Carrer de Vistalegre,4,08921,,+34 93 466 38 38,https://www.latagliatella.es/ca,41.4523498,2.2087628,Santa Coloma de Gramenet,082457,,
448604036,pub,El 9 Carrer,,Carrer de Josep Anselm Clave,1,08921,,,,41.4523112,2.2083833,Santa Coloma de Gramenet,082457,,
448604042,restaurant,Pizzeria Pulcinella,italian,Carrer del Doctor Ferran,2,08921,Santa Coloma de Gramenet,+34933921105,https://www.pizzeriapulcinella.com/,41.4540651,2.2064721,Santa Coloma de Gramenet,082457,,
455931102,bar,Bar Gironella,,Avinguda Catalunya,83,08680,Gironella,,,42.0345778,1.8799697,Gironella,080924,,
455931106,bar,Jomaja,,Avinguda Catalunya,64,08680,Gironella,,,42.0361315,1.8801534,Gironella,080924,,
455931113,bar,Raco de l'Auri,,,,,,,,42.0337999,1.8800884,Gironella,080924,,
455931117,restaurant,Arsenal,regional,Avinguda Catalunya,20,08680,Gironella,,,42.0317364,1.8805344,Gironella,080924,,
455931122,bar,La Tasca,,Avinguda Catalunya,32,08680,Gironella,,,42.0324582,1.8804651,Gironella,080924,,
457506829,restaurant,l'Hostal d'en Vilar,,,,,,,,42.2211072,2.8211548,,,,
469721554,fast_food,Telepizza,pizza,carrer del Guadiana,8,,,,,41.4846399,2.1889426,Montcada i Reixac,081252,,
476327681,restaurant,Can Paixano,spanish,Carrer de la Reina Cristina,7,,,+34 933 100 839,https://www.canpaixano.com/,41.3817618,2.1834151,Barcelona,080193,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella
482327402,fast_food,Da Vinci,pizza,,,,,,,41.9845052,2.8203566,,,,
485958229,fast_food,Xurreria l'avi Andrés,churro,rambla dels Països Catalans,0,,08110,,,41.4892598,2.1869801,Montcada i Reixac,081252,,
487674556,restaurant,Montgrony,,,,,,,,42.2656607,2.0854985,,,,
499122827,pub,Chiribito,,Passeig de Fabra i Puig,266,08031,,,,41.4304493,2.1743213,Barcelona,080193,el Turó de la Peira,Nou Barris
499122828,bar,La Flor,,,,,Barcelona,,,41.4320716,2.1737237,Barcelona,080193,el Turó de la Peira,Nou Barris
499122829,cafe,The New Orleans Coffee & Tea Company,,,,,,,,41.4305166,2.1725195,Barcelona,080193,el Turó de la Peira,Nou Barris
499122830,pub,Cotxeres,,,,,,,,41.4281914,2.1757408,Barcelona,080193,Vilapicina i la Torre Llobeta,Nou Barris
506202703,cafe,Bar Almogávares,regional,Carrer dels Almogàvers,,,,,,41.3962323,2.1890864,Barcelona,080193,el Parc i la Llacuna del Poblenou,Sant Martí
506236266,restaurant,Palacio de China,chinese,,,,,,,41.3934539,2.1881434,Barcelona,080193,el Parc i la Llacuna del Poblenou,Sant Martí
506236267,pub,Bar Nuria,,,,,,,,41.3932336,2.1884994,Barcelona,080193,el Parc i la Llacuna del Poblenou,Sant Martí
512066382,restaurant,Restaurant Can Valldaura,,,,,,,,41.447858,2.1319638,Cerdanyola del Vallès,082665,,
512486509,pub,Els Tres Cantons,,,,,,,,41.9004496,2.2833248,Santa Eugènia de Berga,082460,,
528275740,restaurant,Umami,,,,,,,,41.50181,2.0909666,Cerdanyola del Vallès,082665,,
528703016,restaurant,Restaurante Chino Peking - 北京酒楼,chinese,,,,,,,41.3210506,2.0998481,el Prat de Llobregat,081691,,
528703019,bar,Peter Pan,,,,,,,,41.3215818,2.1017266,el Prat de Llobregat,081691,,
528839366,bar,El Nou Buddha,kebab,,,,,,,41.3218741,2.1026431,el Prat de Llobregat,081691,,
528839380,restaurant,La Moreneta,regional,,,,,,,41.3231631,2.105161,el Prat de Llobregat,081691,,
528839382,restaurant,El Capitán Garfio,seafood,,,,,,,41.3224502,2.1038954,el Prat de Llobregat,081691,,
534367691,cafe,Sant Bartomeu,,,,,,,,41.3755248,2.1346488,Barcelona,080193,Sants,Sants-Montjuïc
536737189,restaurant,can Lucas,,,,,,,,41.6918688,2.7233084,Palafolls,081555,,
536737195,restaurant,Reverter II,,,,,,,,41.6652019,2.7319626,Palafolls,081555,,
536744458,restaurant,Restaurant Sabiote,spanish,Carrer de la Riera,1,08397,,,http://www.hotelsabiote.com/,41.6287953,2.6891928,Pineda de Mar,081635,,
536744468,restaurant,La Piola,pizza,,,,,,,41.6339028,2.7062479,Santa Susanna,082613,,
537748857,cafe,Venècia,,,,,Barcelona,,,41.3774031,2.1340291,Barcelona,080193,Sants,Sants-Montjuïc
544733786,restaurant,,regional,,,,,,,41.7145803,2.7775384,,,,
546631843,restaurant,el Sobirà de Santa Creu,regional,,,,,,,41.9108652,2.5744748,,,,
546641796,restaurant,Sant Pere del Bosc,,,,,,,,41.711903,2.7904222,,,,
553098848,fast_food,McDonald's,burger,Carrer de Sants,251-257,08028,,,https://mcdonalds.es/,41.3753906,2.1308538,Barcelona,080193,Sants,Sants-Montjuïc
558809031,cafe,Bar de la Plaça,sandwich,,,,,,,41.5920171,1.8355513,Collbató,080692,,
565479520,cafe,HotDoks,,,,,,,,41.375545,2.1344972,Barcelona,080193,Sants,Sants-Montjuïc
567776764,pub,The Ugly Mug,,,,,,,,41.5330164,2.4239091,Mataró,081213,,
570117144,restaurant,Cal Boter,regional,Carrer de Tordera,62,,,,,41.4021663,2.1623411,Barcelona,080193,la Vila de Gràcia,Gràcia
571410989,restaurant,Fenicia,lebanese,,,,,,,41.3767803,2.1365656,Barcelona,080193,Sants,Sants-Montjuïc
571920506,bar,Orhan,,,,,,,,41.3759838,2.1350831,Barcelona,080193,Sants,Sants-Montjuïc
571920514,bar,Sar,,,,,,,,41.3770535,2.1338807,Barcelona,080193,Sants,Sants-Montjuïc
571920531,cafe,IQRA Kebab,,Carrer de Joan Güell,,,Barcelona,,,41.3771257,2.1339113,Barcelona,080193,Sants,Sants-Montjuïc
571920533,cafe,El Racó de la Xemenea,,Carrer del Miracle,50-52,,,,,41.3770183,2.1352388,Barcelona,080193,Sants,Sants-Montjuïc
571920559,bar,Tapa Tape,,,,,,,,41.3775028,2.1374276,Barcelona,080193,Sants,Sants-Montjuïc
571920568,bar,Lugar de Tapas,,,,,,,,41.3774104,2.1373163,Barcelona,080193,Sants,Sants-Montjuïc
573484576,pub,Pub Gris,,,,,,,,41.3772743,2.1371527,Barcelona,080193,Sants,Sants-Montjuïc
573484580,restaurant,Vatti Taverna,tapas;pasta;fish;fleisch;spanish,Passeig de Sant Antoni,19,,,,,41.3771427,2.1369905,Barcelona,080193,Sants,Sants-Montjuïc
573484590,bar,Disco Bar Joe's,,,,,,,,41.3770927,2.1369201,Barcelona,080193,Sants,Sants-Montjuïc
573484598,restaurant,Simbad - Feteria,palestinian,Passeig de Sant Antoni,15,08014,Barcelona,+34933302362,,41.3769979,2.1368104,Barcelona,080193,Sants,Sants-Montjuïc
573484608,restaurant,Esperit Sants,lebanese,Passeig de Sant Antoni,13,,,,,41.3768914,2.1366906,Barcelona,080193,Sants,Sants-Montjuïc
573484611,restaurant,Arwad,,Passeig de Sant Antoni,15,,,,,41.3769402,2.1367319,Barcelona,080193,Sants,Sants-Montjuïc
573484622,cafe,Via Fora!,,,,,,,,41.3773381,2.1372296,Barcelona,080193,Sants,Sants-Montjuïc
573484633,restaurant,Calero's,italian,,,,,,,41.3772237,2.1370878,Barcelona,080193,Sants,Sants-Montjuïc
574281382,restaurant,Pizzeria Sants,,,,,,,,41.3760228,2.1358001,Barcelona,080193,Sants,Sants-Montjuïc
587998431,restaurant,Fonda Pepa,catalan,Carrer de Tordera,58,,,+34 93 207 22 53,https://www.fondapepa.com/,41.402044,2.1621698,Barcelona,080193,la Vila de Gràcia,Gràcia
588002549,bar,La Cigale,,,,,,,,41.4018928,2.1619419,Barcelona,080193,la Vila de Gràcia,Gràcia
588003295,restaurant,Sabes una Cosa,mexican,Carrer de Tordera,54,08012,Barcelona,,https://linktr.ee/sabesunacosa,41.4019328,2.162054,Barcelona,080193,la Vila de Gràcia,Gràcia
588012926,bar,La Fourmi,,Carrer de Milà i Fontanals,,08012,,,,41.4019257,2.1616543,Barcelona,080193,la Vila de Gràcia,Gràcia
599567812,fast_food,Sant Pau,regional,,,,,,,41.9759593,2.8206059,,,,
599695731,restaurant,Rostisseria de la Salle,spanish,,,08110,,,,41.4894143,2.1861168,Montcada i Reixac,081252,,
603785497,cafe,El cafè de les delícies,,,,,,,,41.3781559,2.1704778,Barcelona,080193,el Raval,Ciutat Vella
606991000,cafe,Bar Seco,,,,,,,,41.3720275,2.1671353,Barcelona,080193,el Poble Sec,Sants-Montjuïc
611913258,restaurant,Jorba Cafeteria Bar Restaurant,,A-2,,08719,Jorba,+34 937445102,https://jorbacafeteriabar.shop/,41.6188078,1.5095435,Jorba,081038,,
612224695,restaurant,La Cruïlla,,,,,,,,41.6262371,2.2345407,Lliçà d'Amunt,081075,,
615793112,restaurant,A'Feira,,,,,,,,41.4421429,2.0673026,Sant Cugat del Vallès,082055,,
616483257,restaurant,La Piazzenza,italian,Avinguda Gaudí,"27,29",08025,Barcelona,+34 934363817,,41.406511,2.1742446,Barcelona,080193,la Sagrada Família,Eixample
616483260,restaurant,Tapes Gaudí,,Avinguda de Gaudí,44,,Barcelona,,,41.408243,2.1745267,Barcelona,080193,la Sagrada Família,Eixample
616483262,restaurant,Aladdin,,,,,,,,41.4086056,2.1745607,Barcelona,080193,la Sagrada Família,Eixample
616483268,fast_food,Pans & Company,sandwich,,,,,,,41.4107436,2.1745558,Barcelona,080193,la Sagrada Família,Eixample
616483277,fast_food,KFC,chicken,Avinguda de Gaudí,2,08025,,,,41.4047602,2.1746628,Barcelona,080193,la Sagrada Família,Eixample
616483280,restaurant,Babilonia,,Avenida Gaudí,3,08025,,,,41.4050316,2.1742781,Barcelona,080193,la Sagrada Família,Eixample
631993408,restaurant,El Barretet,regional,Carrer Nou,,,Castellet i la Gornal,,,41.2624783,1.633891,Castellet i la Gornal,080581,,
633406870,restaurant,La Crêpe Bretonne,crepe,,,,,+34 616 65 65 71,,41.1967861,1.6508036,Cubelles,080749,,
638346200,pub,Las Palmeras,,Avinguda d'Àfrica,5B,08913,Badalona,,,41.4434344,2.2207562,Badalona,080155,,
638346204,pub,La Amistad,,Avinguda d'Àfrica,,08913,Badalona,,,41.4441619,2.2215987,Badalona,080155,,
638346211,pub,El bon menjador de Loli i Marlon II,,Avinguda d'Àfrica,1A,08913,Badalona,+34 931 58 06 94,,41.4438241,2.2201184,Badalona,080155,,
638346213,pub,Rallyes,,Avinguda d'Àfrica,3B,08913,Badalona,,,41.4441699,2.2209227,Badalona,080155,,
638346221,cafe,Can Farines,,Plaça de Trafalgar,7,08913,Badalona,,,41.4375434,2.2185286,Badalona,080155,,
640465494,fast_food,Italo,pizza,,,,,,,41.3814704,2.1757171,Barcelona,080193,el Barri Gòtic,Ciutat Vella
642118961,pub,Incognito Bar,,Carrer de la Fusina,6,,,,,41.3865807,2.1836862,Barcelona,080193,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella
642295876,restaurant,Cerveceria Taller de tapas,,,,,,,,41.386132,2.174026,Barcelona,080193,el Barri Gòtic,Ciutat Vella
642612449,pub,Can Gallego,,Carretera Antiga de València,82,08913,Badalona,+34 935 28 02 96,,41.437619,2.2204294,Badalona,080155,,
642612457,pub,Restaurante Presas 2,,Plaça de Trafalgar,1,08913,Badalona,+34933878350,,41.4377122,2.2188461,Badalona,080155,,
643022131,pub,Euro Bar-Tapas,,Avinguda de Sant Salvador,,,Badalona,,,41.4342324,2.2161197,Badalona,080155,,
643022132,pub,Extremeño,,Avinguda de Sant Salvador,,,Badalona,,,41.434321,2.216215,Badalona,080155,,
643429648,cafe,Joan Figuera,,Carretera de Santa Coloma,2,,Badalona,,,41.4336545,2.2169391,Badalona,080155,,
643496667,restaurant,Can Manel,,,,,Badalona,+34933874266,,41.442276,2.2165561,Badalona,080155,,
643496696,pub,El rincón de Willy,,Carrer de la Mare de Déu de Pompeia,,08913,Badalona,,,41.4380246,2.2180623,Badalona,080155,,
643496704,pub,Bar Somni d'estiu,,Carrer d'Europa,1,,Badalona,,,41.4382361,2.2166687,Badalona,080155,,
643654725,restaurant,Antic Tapas Ferran,tapas,Carrer de Ferran,59,08002,,,,41.3823086,2.1765833,Barcelona,080193,el Barri Gòtic,Ciutat Vella
644874849,restaurant,Vila Viniteca,,Carrer dels Agullers,9,,,+34 902 32 77 77,https://www.vilaviniteca.es/,41.3824742,2.1815472,Barcelona,080193,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella
648459390,bar,Zim,,Carrer de la Dagueria,20,08002,,,,41.3830486,2.178292,Barcelona,080193,el Barri Gòtic,Ciutat Vella
649320818,fast_food,"Döner Kebab ""La Esquina""",kebab,rambla dels Països Catalans,4,,Montcada i Reixac,+34 935752459,,41.4904501,2.1861985,Montcada i Reixac,081252,,
649322921,fast_food,"Rostiseria ""El Emporio del Sabor""",,Carrer d'Eivissa,2,,Montcada i Reixac,,,41.4933345,2.1853948,Montcada i Reixac,081252,,
654251774,restaurant,Restaurant Louro,regional,Rambla Caputxins,35,,,+34937308280,https://www.lourocgb.com/,41.3791435,2.1747253,Barcelona,080193,el Raval,Ciutat Vella
656625015,restaurant,Restaurant Torremirona,regional,,,,,+34 972 401 200,https://www.restaurant-torremirona.com,41.9669462,2.7739184,,,,
660004524,pub,Bocatapa Can Manel,,,,,,,,41.4413833,2.2212875,Badalona,080155,,
660100527,cafe,Rambla Poblenou,spanish,,,,,,,41.4046882,2.1967694,Barcelona,080193,el Poblenou,Sant Martí
660100529,cafe,El Fornet,,,,,,,https://elfornet.com/es/,41.404858,2.1941868,Barcelona,080193,el Poblenou,Sant Martí
660100530,restaurant,Restaurante UN-ZA,japanese,Carrer de la Llacuna,142-144,08018,,+34 933007849,,41.40537,2.1934837,Barcelona,080193,Provençals del Poblenou,Sant Martí
660771772,fast_food,Planxados,chicken,Rambla del Poblenou,117,08018,,,,41.4035018,2.1977649,Barcelona,080193,el Poblenou,Sant Martí
660778771,restaurant,braseria xorus,spanish,Rambla del Poblenou,105,,,,,41.4029,2.1986522,Barcelona,080193,el Poblenou,Sant Martí
660784487,restaurant,La broqueta,,,,,,,,41.4027269,2.1989008,Barcelona,080193,el Poblenou,Sant Martí
663824036,restaurant,El Bellver,regional,,,,,,,41.7472711,2.3033791,Tagamanent,082763,,
664106840,restaurant,La Llosa,,,,,,,,41.9777075,2.8248626,,,,
664106841,cafe,BdeGust,,,,,,,,41.9775184,2.8253985,,,,
664139369,cafe,Pic Nic,,,,,,,,41.2336641,1.8043033,Sitges,082704,,
665087602,restaurant,Cafè Le Bistrot,regional,Pujada de Sant Domènec,4,,,+34972218803,https://lebistrot.cat,41.9848558,2.8261427,,,,
668282816,restaurant,Tierra da Lua,,,,,,,,41.3962523,2.1830333,Barcelona,080193,el Fort Pienc,Eixample
668476157,restaurant,Ca la tata,,,,,,,,41.4225659,2.2115743,Sant Adrià de Besòs,081944,,
670696138,bar,Ocre Bar,,,,,Girona,,,41.9779603,2.8189683,,,,
670696155,bar,Bus Stop,,,,,,,,41.9791605,2.8182039,,,,
670696158,cafe,Trafic,,,,,,,,41.9793678,2.8182877,,,,
670696172,bar,El Crostó de Pá,,,,,,,,41.9808669,2.818931,,,,
670696175,restaurant,De Tapes,,,,,,,,41.9809372,2.8189595,,,,
671914494,fast_food,Dunkin' Coffee,donut;coffee_shop,,,,,,,41.3819524,2.1723439,Barcelona,080193,el Raval,Ciutat Vella
671914497,fast_food,Bocatta,,,,,,,,41.3818518,2.172403,Barcelona,080193,el Raval,Ciutat Vella
671914500,restaurant,Sukaldari,,,,,,,,41.381736,2.1724342,Barcelona,080193,el Raval,Ciutat Vella
671914504,fast_food,Pita Inn,,,,,,,,41.3816636,2.1725305,Barcelona,080193,el Raval,Ciutat Vella
671914511,fast_food,Wok to Walk,asian,la Rambla,95,08002,Barcelona,+34 678 60 45 23,https://woktowalk.com/es/localizacion/restaurante-en-barcelona-ramblas/,41.3822966,2.1719827,Barcelona,080193,el Raval,Ciutat Vella
672090792,restaurant,Hummus & company,indian;international;kebab,La Rambla,67,08002,Barcelona,,,41.3809714,2.173182,Barcelona,080193,el Raval,Ciutat Vella
672090797,restaurant,Kubik Restaurant,,La Rambla,45,,,,,41.3796645,2.1743205,Barcelona,080193,el Raval,Ciutat Vella
672090814,restaurant,Genové 1911,,,,,,,,41.3812802,2.1728591,Barcelona,080193,el Raval,Ciutat Vella
672090816,restaurant,Bello Italy,,,,,,,,41.3812444,2.1728937,Barcelona,080193,el Raval,Ciutat Vella
672090838,pub,Hogan's,,,,,,,,41.3814211,2.1727465,Barcelona,080193,el Raval,Ciutat Vella
672090842,restaurant,Egipte,,,,,,,,41.3813446,2.1728162,Barcelona,080193,el Raval,Ciutat Vella
672140163,cafe,Granja Viader,,Carrer d'en Xuclà,4-6,,,+34 933 18 34 86,https://granjaviader.cat/,41.383021,2.1710542,Barcelona,080193,el Raval,Ciutat Vella
672140165,cafe,La Granja 1872,,Carrer dels Banys Nous,4,08002,,,,41.3820651,2.1753232,Barcelona,080193,el Barri Gòtic,Ciutat Vella
672140177,cafe,Dalston Coffee,coffee_shop,,,,,,,41.384535,2.1684343,Barcelona,080193,el Raval,Ciutat Vella
672140180,cafe,Kasparo,,,,,,,,41.3844847,2.1690087,Barcelona,080193,el Raval,Ciutat Vella
672398176,cafe,Bonatapa,,,,,,,,41.3826567,2.1716972,Barcelona,080193,el Raval,Ciutat Vella
672398185,restaurant,cent111onze,,La Rambla,111,,,,,41.383726,2.1709656,Barcelona,080193,el Raval,Ciutat Vella
672398201,fast_food,,,,,,,,,41.3842121,2.1706668,Barcelona,080193,el Raval,Ciutat Vella
672398207,restaurant,La Poma,italian,La Rambla,119,08002,Barcelona,,,41.3843881,2.170482,Barcelona,080193,el Raval,Ciutat Vella
672758205,restaurant,Los Toreros,,,,,,,,41.382919,2.170821,Barcelona,080193,el Raval,Ciutat Vella
672763035,bar,Boadas,,,,,,,,41.3846643,2.1702706,Barcelona,080193,el Raval,Ciutat Vella
672763092,pub,L'Ovella Negra,,Carrer de les Sitges,5,,,,,41.3844667,2.1695575,Barcelona,080193,el Raval,Ciutat Vella
672771142,restaurant,Organic,,,,,,,,41.3832659,2.1701667,Barcelona,080193,el Raval,Ciutat Vella
672771483,restaurant,Bar Lobo,,Carrer del Pintor Fortuny,3,,,,,41.3832611,2.170504,Barcelona,080193,el Raval,Ciutat Vella
672771936,restaurant,Sagarra,,,,,,,,41.3831077,2.1703808,Barcelona,080193,el Raval,Ciutat Vella
673967568,cafe,Cafe d'Annunzio,,,,,,,,41.384376,2.1687566,Barcelona,080193,el Raval,Ciutat Vella
673967678,cafe,Chelo,,Plaça de Vicenç Martorell,4,,,,,41.3844243,2.1688853,Barcelona,080193,el Raval,Ciutat Vella
673969809,fast_food,Mustafa's,kebab,,,,,,,41.3847423,2.1682309,Barcelona,080193,el Raval,Ciutat Vella
673978059,cafe,Cèntric,,,,,,,,41.3847302,2.1680967,Barcelona,080193,el Raval,Ciutat Vella
674136459,cafe,Chiringuito,,,,,,,,41.2346343,1.8078122,Sitges,082704,,
674680026,cafe,Buenas Migas,coffee_shop,Plaça del Mar,1,08003,Barcelona,+34 932 21 63 16,http://www.buenasmigas.com,41.3753402,2.1894951,Barcelona,080193,la Barceloneta,Ciutat Vella
674680688,restaurant,Mar,,Plaça del Mar,1-4,08003,,,,41.3753694,2.1896344,Barcelona,080193,la Barceloneta,Ciutat Vella
678297022,restaurant,Mei Hua,chinese,,,,,,,41.4020177,2.1457393,Barcelona,080193,Sant Gervasi - Galvany,Sarrià-Sant Gervasi
686613656,cafe,La Terrassa,,,,,,,,41.4032395,2.147158,Barcelona,080193,el Putxet i el Farró,Sarrià-Sant Gervasi
686613660,restaurant,Pizzeria Fontana,,,,,,,,41.4034165,2.1477911,Barcelona,080193,el Putxet i el Farró,Sarrià-Sant Gervasi
